utterance|intent|domain|dialogue_id
I need a Seattle restaurant for 5 tomorrow at 6 PM.|restaurantname|restaurant|single_sen
I'm looking for a romantic place for a party of 2 on March 10th for an anniversary. 7:00pm in the Seattle area|restaurantname|restaurant|single_sen
Is there availability for 3 at 6:00Pm at an Italian food place on Tuesday in the Seattle area?|restaurantname|restaurant|single_sen
I need a spot for 4 people this Saturday at a Grille in Seattle around 6pm.|restaurantname|restaurant|single_sen
I would like to book causual restaurant in downtown seattle on 02/29/16 at 4:30pm for 4 people|reservation|restaurant|single_sen
I would like to get thai for two in new orleans on 03/22/16 at 5pm|restaurantname|restaurant|single_sen
make me a reservation for the Tulio restaurant in seattle|reservation|restaurant|single_sen
make me a reservation for the Paseo Caribbean Restaurant restaurant in seattle|reservation|restaurant|single_sen
I'm looking for a table for 6 at Wild Ginger in Seattle for tomorrow at 5 PM|reservation|restaurant|single_sen
Still looking for help with reservations|reservation|restaurant|single_sen
I need help finding a restaurant in Seattle|restaurantname|restaurant|single_sen
what about at 8:30 for a party of 3|reservation|restaurant|single_sen
any space available for a party of 30 of children?|reservation|restaurant|single_sen
I need reservations for Monday night|reservation|restaurant|single_sen
Is there a Japanese restaurant in Seattle?|restaurantname|restaurant|single_sen
how about an Italian restaurant?|other|restaurant|single_sen
What about a French restaurant in Seattle at 7pm for 4 people?|other|restaurant|single_sen
What about any restaurant in Seattle tomorrow night at 7pm, 2/27, for 2 people?|restaurantname|restaurant|single_sen
make me a reservation for the tilth restaurant in seattle.|reservation|restaurant|single_sen
At the Mercato Stellina Pizzeria|reservation|restaurant|single_sen
I'd like a table for 2 this Friday at an Italian restaurant in downtown Seattle|reservation|restaurant|single_sen
Can you get me a table at Le Panier in Seattle on Saturday>?|reservation|restaurant|single_sen
I'd like to reserve a table for 4 on Saturday evening around 7 at Jade Garden|reservation|restaurant|single_sen
How about 8 pm saturday?|reservation|restaurant|single_sen
make me a reservation for the Metropolitan Grill restaurant in seattle.|reservation|restaurant|single_sen
Hello.  Can you find me a mexican restaurant for 2 for tomorrow night at 7pm?|restaurantname|restaurant|single_sen
make me a reservation for the Andaluca restaurant in seattle|reservation|restaurant|single_sen
make me a reservation for the Wild Ginger restaurant in seattle.|reservation|restaurant|single_sen
I would like reservations at an Indian restaurant in downtown Seattle.|reservation|restaurant|single_sen
Are there any Italian restaurants in walking distance?|restaurantname|restaurant|single_sen
can i get a table for 2 at an italian restaurant near the seattle airport? friday at 6 pm would be good|reservation|restaurant|single_sen
Can you tell me more about Wild Ginger restaurant?|reservation|restaurant|single_sen
I'm looking for a BBQ restaurant tomorrow evening around 6pm for 4 people please|restaurantname|restaurant|single_sen
I'm looking for a steakhouse for tonight around 7:30pm for 2 people|restaurantname|restaurant|single_sen
make me a reservation for the The Pink Door restaurant in seattle.|reservation|restaurant|single_sen
make me a reservation for the Wild Ginger Asian restaurant in seattle.|reservation|restaurant|single_sen
Can you get me reservations for 4 at Dahlia Lounge on Next Friday?|reservation|restaurant|single_sen
make me a reservation for the Place Pigalle restaurant in seattle.|reservation|restaurant|single_sen
Find me an Italian restaurant in Chicago for tonight|restaurantname|restaurant|single_sen
Can I get a table at Palomino for 3 Thursday at 6 PM?|reservation|restaurant|single_sen
make me a reservation for the FareStart restaurant in seattle|reservation|restaurant|single_sen
Can you find me a buffet restaurant in downtown seattle for Sunday at 4 pm for 4 please.|restaurantname|restaurant|single_sen
Can I get a table at Wild Ginger Asian Restaurant for 2 Friday at 6 PM?|reservation|restaurant|single_sen
Help me find African cuisine in Seattle|restaurantname|restaurant|single_sen
make me a reservation for the El Gaucho restaurant in seattle.|reservation|restaurant|single_sen
I'm looking for a cuban restaurant for tomorrow evening around 5:30pm for 3 people|restaurantname|restaurant|single_sen
set me a reservation for the El Gaucho restaurant in seattle|reservation|restaurant|single_sen
I'm looking for a place that has great fried chicken for 5 people in the Seattle area. Tomorrow night around 7 is preferred|restaurantname|restaurant|single_sen
What's a good place for fried chicken?|restaurantname|restaurant|single_sen
I'd like to reserve a table for six at II Corvo tomorrow at 8pm|reservation|restaurant|single_sen
Is there a French restaurant in downtown Seattle?|restaurantname|restaurant|single_sen
Can I get a table at Wild Ginger Asian Restaurant for 2 Friday at 5 PM?|reservation|restaurant|single_sen
I would like a reservation for a Dinner Theater for Saturday night around 7 near Seattle|reservation|restaurant|single_sen
Looking for a Vegan restaurant for Wednesday night in Seattle.|restaurantname|restaurant|single_sen
make me a reservation for the Revel restaurant in seattle|reservation|restaurant|single_sen
Can I get a table at Wild Ginger Asian Restaurant for 2 Saturday at 9 PM?|reservation|restaurant|single_sen
make me a reservation for the Lecosho restaurant in seattle|reservation|restaurant|single_sen
Can you get me a reservation at Cafe Juanita for 6 pm tomorrow?|reservation|restaurant|single_sen
Can I get a table at Palomino for 2 Thursday at 6 PM?|reservation|restaurant|single_sen
Can I get a table at Wild Ginger Asian Restaurant for 2 Saturday at 7 PM?|reservation|restaurant|single_sen
I need a reservation at Jameson's in Skokie|reservation|restaurant|single_sen
I still need reservations for tonight, can you help me?|reservation|restaurant|single_sen
Is there anything available at 8pm for a party of 6|reservation|restaurant|single_sen
3 people for burger shack on sunday night|reservation|restaurant|single_sen
I'd like a table for 3 at The Bridge in Seattle for 5:30 pm tonight|reservation|restaurant|single_sen
restaurants in the seattle area|restaurantname|restaurant|single_sen
seattle restaurants|restaurantname|restaurant|single_sen
I'm looking for a table for 3 at Wild Ginger today at 1 PM|reservation|restaurant|single_sen
popular restaurants|restaurantname|restaurant|single_sen
Hello, Can I get an Indian restaurant for Sunday in the Seattle area? It would be around 6pm for 2 people. thank you|restaurantname|restaurant|single_sen
Suggest me a few restaurants in the seattle area|restaurantname|restaurant|single_sen
Book me Il Bistro for Saturday night at 5pm for 4 people please|reservation|restaurant|single_sen
Give me a list of restaurant available for that time and date please|restaurantname|restaurant|single_sen
I'd like to reserve a table for 2 at Barrio in Seattle for tonight at 6 pm|reservation|restaurant|single_sen
restaurant with bar table for 2|restaurantname|restaurant|single_sen
Can you get me a reservation at the Brazillian Steakhouse in Indianapolis?|reservation|restaurant|single_sen
Hi, can you suggest me a restaurant for 4 in the Seattle area for next week Tuesday around 7pm?|restaurantname|restaurant|single_sen
Can I get a table for 2 at Phoenecia in Seattle this evening at 6 PM?|reservation|restaurant|single_sen
ok. how about a table for 2 at The Matador at 6 pm tonight?|reservation|restaurant|single_sen
yes, let's try a table for 2 at West 5 for 6 pm tonight|reservation|restaurant|single_sen
how about a table for 2 at 5:30 pm today at Mission?|reservation|restaurant|single_sen
Hi, I'd like a table for 2 at the Dahlia Lounge tonight at 7:30 pm|reservation|restaurant|single_sen
can you help me with making reservations?|reservation|restaurant|single_sen
pan asian restaurant|restaurantname|restaurant|single_sen
Im looking for a martini bar in Indianapolis|restaurantname|restaurant|single_sen
Can you make a reservation for dinner tomorrow at Pike Place Chowder?|reservation|restaurant|single_sen
Can I get a reservation at a Seattle restaurant Tonight for 7pm? It would be for 4 people, suggest me something good.|reservation|restaurant|single_sen
book italian restaurant tonight|reservation|restaurant|single_sen
I need a reservation for 4 on Saturday at a place that serves sushi. Can you help?|reservation|restaurant|single_sen
Hi, I would like to make some reservations|reservation|restaurant|single_sen
nearby restaurants|restaurantname|restaurant|single_sen
romantic dining for 2|restaurantname|restaurant|single_sen
american food restaurant|restaurantname|restaurant|single_sen
top rated restaurant in Seattle|restaurantname|restaurant|single_sen
sushi downtown seattle|restaurantname|restaurant|single_sen
What restaurants are available for Sunday at 3pm in Seattle for 4 people?|restaurantname|restaurant|single_sen
find me an upscale restaurant for tonight|restaurantname|restaurant|single_sen
I would like to make a reservation for 2/27 at 6pm at a sushi restaurant in Seattle for 2 people.|reservation|restaurant|single_sen
What if it was any Japanese restaurant in Seattle at 6pm for 2 people?|reservation|restaurant|single_sen
What about any restaurant in Seattle tonight at 6pm for 2 people?|restaurantname|restaurant|single_sen
What about any restaurant in Seattle on Sunday 2/28 for 2 people?|restaurantname|restaurant|single_sen
What about any restaurant in Seattle for tomorrow night, 2/27, for 4 people at any time?|restaurantname|restaurant|single_sen
Are there any reservations available tomorrow at all?|reservation|restaurant|single_sen
find me seafood|food|restaurant|single_sen
I'm looking for a place to eat in Downtown Seattle, just for myself, Tonight around 9pm.|reservation|restaurant|single_sen
Please book Elliott's Oyster House|reservation|restaurant|single_sen
Im looking for a place where kids can eat for free in Seattle|restaurantname|restaurant|single_sen
Please book me a table for 4 at a restaurant near the Seattle Downtown next Tuesday at 1pm.|reservation|restaurant|single_sen
Can you find a steakhouse in Seattle for dinner this weekend?|restaurantname|restaurant|single_sen
what resturants do yoyu recommend|restaurantname|restaurant|single_sen
I'm hungry, can you book me a restaurant for 1 Tonight in the Seattle area? Around 6pm would be fine. Feel free to suggest something good.|reservation|restaurant|single_sen
table for 6 tonight|reservation|restaurant|single_sen
4pm|starttime|restaurant|single_sen
I need help with reservations|reservation|restaurant|single_sen
Is that the only option you have?|restaurantname|restaurant|single_sen
Please book BOKA Restaurant + Bar for me|reservation|restaurant|single_sen
Can you suggest me a good restaurant to go on Saturday, around 8pm with 2 people in Seattle?|restaurantname|restaurant|single_sen
I need to make reservations for tomorrow evening|reservation|restaurant|single_sen
upscale restaurant 9pm table of 3|reservation|restaurant|single_sen
any restaurant|restaurantname|restaurant|single_sen
I need to make reservation can you help me with this>|reservation|restaurant|single_sen
I would like to make reservations for this Saturday night.|reservation|restaurant|single_sen
italian food tonight|restaurantname|restaurant|single_sen
seattle restaurant|restaurantname|restaurant|single_sen
table for 6 8pm|reservation|restaurant|single_sen
pizza seattle|restaurantname|restaurant|single_sen
vegan restaurant for tonight|restaurantname|restaurant|single_sen
Can you find a mexican restaurant in Seattle for next Monday at 1pm? Me and my mother are having dinner.|restaurantname|restaurant|single_sen
steakhouse seattle|restaurantname|restaurant|single_sen
Hi can you find me  place where kids can eat for free in Seattle?|restaurantname|restaurant|single_sen
Can you find me a restaurant in Maine that serves fresh seafood?|restaurantname|restaurant|single_sen
Ok. Can you find me a Italian restaurant in Seattle|restaurantname|restaurant|single_sen
Can you help me with reservations?|reservation|restaurant|single_sen
I need to make a large reservation for 10 guests at an American restaurant in Seattle for TONIGHT.|reservation|restaurant|single_sen
How about an American restaurant for 2 people in Seattle tonight, any time?|reservation|restaurant|single_sen
What about any restaurant in Seattle for Monday 2/29 for 2 people at 8pm?|restaurantname|restaurant|single_sen
What about any restaurant in Seattle for tomorrow night, 2/27, for 2 people at any time?|restaurantname|restaurant|single_sen
Any restaurant in Seattle for Saturday 2/27 for 4 people at 8:30pm?|restaurantname|restaurant|single_sen
Any restaurant at any time tomorrow, I would like a reservation.|reservation|restaurant|single_sen
Do you know of an Italian restaurant in Seattle that has reservations open tomorrow night?|reservation|restaurant|single_sen
top rated restaurant|restaurantname|restaurant|single_sen
table for 2 seattle|reservation|restaurant|single_sen
Please book me a table for 4 at a restaurant near the Seattle Airport next Monday at 1pm.|reservation|restaurant|single_sen
pan pizza|restaurantname|restaurant|single_sen
quick reservation for an hour from now|reservation|restaurant|single_sen
french restaurant|restaurantname|restaurant|single_sen
I'm in the mood for good seafood tonight.  Any suggestions?|restaurantname|restaurant|single_sen
I need not a super expensive place nearby for my B-Day party of 10 tomorrow|restaurantname|restaurant|single_sen
I am having dinner with this girl I hate with my boyfriend where can I go to make her jealous i live in New York|restaurantname|restaurant|single_sen
is egg shop booked|reservation|restaurant|single_sen
Hello.  I would like to eat at California Pizza Kitchen tonight.|reservation|restaurant|single_sen
how about 9:00?|starttime|restaurant|single_sen
Is there a sky bar in NYC which has happy hour on Fridays?|restaurantname|restaurant|single_sen
why #2 does not have rating?|rating|restaurant|single_sen
ok, can you book it, let's see if it's good...|reservation|restaurant|single_sen
I'm looking for a Russian restaurant in NYC this Saturday night for 5|restaurantname|restaurant|single_sen
Book me a restaurant with a fireplace in Seattle tonight|reservation|restaurant|single_sen
dinner with my parents tonight somewhere classic new york|restaurantname|restaurant|single_sen
what is available in seattle|restaurantname|restaurant|single_sen
where is tribeca is it near soho|address|restaurant|single_sen
I am having my sisters kids over where can I take them for lunch|restaurantname|restaurant|single_sen
Are there restaurants serving wildfowl nearby Chicago?|restaurantname|restaurant|single_sen
I'm hungry for a good steak dinner.|restaurantname|restaurant|single_sen
what is the rating of 3?|rating|restaurant|single_sen
search for its rating|rating|restaurant|single_sen
Does NY state has wineries?|restaurantname|restaurant|single_sen
it's not about restaurants technically. Can you find wineries?|other|restaurant|single_sen
pizza for breakfast|restaurantname|restaurant|single_sen
pizza places|restaurantname|restaurant|single_sen
I want to search for pizza places in tulsa|restaurantname|restaurant|single_sen
Can you do food delivery?|other|restaurant|single_sen
ok, list me top 10 bars in NYC|restaurantname|restaurant|single_sen
I feel like going to a dive bar tonight|restaurantname|restaurant|single_sen
No, thank you I will get there myself, what time does it open?|starttime|restaurant|single_sen
What restaurants are trending this month in Brooklyn?|restaurantname|restaurant|single_sen
I do not want to go just find me top these restaurants|restaurantname|restaurant|single_sen
Is Soco expensive?|pricing|restaurant|single_sen
what?|other|restaurant|single_sen
haha, can you book me Miriam?|reservation|restaurant|single_sen
Can you find any restaurant with pizza delivery by naked girls?|restaurantname|restaurant|single_sen
Hi, can I get a reservation for a kid friendly restaurant in Tampa?|greet|restaurant|single_sen
Good Afternoon! I am looking to make lunch reservations for tomorrow around 1:00pm in Tampa, Florida. Food type does not matter, but highly rated is preferred.|greet|restaurant|single_sen
Good evening! Are there any french bistros with a table for two near by?|greet|restaurant|single_sen
Hi! Any restaurants with vegan food for tonight 9pm in nashville?|greet|restaurant|single_sen
Hello kind sir or madam, I request of thee a bonafide reservation at an eatery of fine repute for 3 individuals forthwith. The service must carried out with alacrity, and cuisine inventive. The desired time is 8pm, the only respectable hour to dine. We reside in the Emerald City, that being Seattle.|greet|restaurant|single_sen
Hello.  Please find me a mexican restaurant in Centralia, IL for a party of 2 for tomorrow at 5 pm.|greet|restaurant|single_sen
Hi I'm hoping you can please help me out. I have a big teacher's union party coming up on March 20 at 3pm. There's going to be at least 16 of us, so I'm trying to find a place in Seattle that I can reserve which can accommodate such a large group.|greet|restaurant|single_sen
Hello. Can you please help me find a restaurant in Seattle that is open and accepting reservations for 10pm on Saturday? I have a party of 4 that needs a table. It has to have an actual bar too.|greet|restaurant|single_sen
Hello, I am looking to make reservations at a restaurant in Phoenix that serves Greek fare.|greet|restaurant|single_sen
Hello, Can you assist me in booking a restaurant for 3 people on March 9th at 10:00am. My budget is around $30 per person. Can you show me a list of restaurants that serve brunch please?|greet|restaurant|single_sen
Hello. I am needing to place a reservation for an upscale restaurant in Seattle, WA, for tomorrow night. There's going to be 5 of us, and we're hoping to dine between 6-7pm. A place that doesn't allow kids, please.|greet|restaurant|single_sen
Hello.  Please find me a mexican restaurant in Centralia, IL for a party of 4 for tomorrow at 5 pm.|greet|restaurant|single_sen
Good afternoon! How's it going?|greet|restaurant|single_sen
Hi, I am looking to make reservations at a Greek restaurant in Las Vegas|greet|restaurant|single_sen
Hello! I am looking for a child friendly restaurant to bring my 5 year old for her birthday. San Antonio, TX.|greet|restaurant|single_sen
Hello I would like to make a reservation for 12 at a mexican restaurant in Sacramento, california at 6pm on tuesday|greet|restaurant|single_sen
hi, I'm looking for a good brunch spot in Saint Louis for this sunday at noon, 2 people. what can you recommend?|greet|restaurant|single_sen
Hi, I'm looking for a vegan restaurant in Tulare, California.|greet|restaurant|single_sen
Good Evening I need to book a restaurant|greet|restaurant|single_sen
Good Evening I need a good deli that makes fresh roast beef located in Philadelphia|greet|restaurant|single_sen
Good evening I would like to make some reservations for my wife and i|greet|restaurant|single_sen
Good Evening, I need to find a steakhouse to make a reservation|greet|restaurant|single_sen
Hello I am looking to reserve a place to eat|greet|restaurant|single_sen
Hi! I would like to reserve a table at a nice French Cuisine in Beverly Hills at 7:30PM for two people on 3/22/2016|greet|restaurant|single_sen
Hi there i would like reservations.|greet|restaurant|single_sen
Good evening! Hey I'm in Miami this week and I need to know the best cuban food down there. Any recommendations?|greet|restaurant|single_sen
Hi!  I am lookign for a vegetarian restaurant in Scottsdale and would like to reserve a table for two on 3/18 at 6 pm any suggestions?|greet|restaurant|single_sen
Hi, I need a itilian restaurant near tanger outlet mall in myrtle beach tomorrow night|greet|restaurant|single_sen
Hi! I am lookign for a vegetarian restaurant in Beverly Hills and would like to reserve a table for two on 3/18 at 6 pm any suggestions?|greet|restaurant|single_sen
Hi I would like to make some dinner reservations|greet|restaurant|single_sen
Hi! I am lookign for a Brazilian Steakhouse in Orlando Florida and would like to reserve a table for two on 3/18 at 6 pm any suggestions?|greet|restaurant|single_sen
Hello, I would like to make some reservations|greet|restaurant|single_sen
Hi, I am looking for a good steakhouse in Birmingham Alabama|greet|restaurant|single_sen
hello, I'd like to reserve a table for 3 at a top rated restaurant in Atlanta for 6:00 Saturday|greet|restaurant|single_sen
Hello, how are you doing, can you please help me find a restaurant in Baton Rouge Louisiana?|greet|restaurant|single_sen
Hi there I am looking for a dinner reservation for tonight at 7 for italian food.|greet|restaurant|single_sen
Good Morning, I need to make some reservations!|greet|restaurant|single_sen
Hello Can you help me with someone reservations for this Saturday night?|greet|restaurant|single_sen
Hi, Can you please help me with some restaurant reservations in Atlanta Georgia?|greet|restaurant|single_sen
Good afternoon, I am looking for a cheap chinese place to eat within 10 miles of Cambridge, MA that can seat one person within the next few hours.|greet|restaurant|single_sen
Hi, Can you please help me located a good seafood restaurant?|greet|restaurant|single_sen
hi im looking for a vegan restaurant in the tampa fl area|greet|restaurant|single_sen
Hello. I would like to make a reservation for 2 at a romantic restaurant near the Briar Street Theatre in Chicago, IL.|greet|restaurant|single_sen
Hi, I need a table for 4 at an upscale restaurant somewhere in Chicago, IL that allows children.|greet|restaurant|single_sen
Good morning! I need to know the hours of this little tavern in Iowa my brother was talking about. Can you help me out?|greet|restaurant|single_sen
Hello! I am looking to make reservations for 4 around 6:00pm on this coming Friday at a moderately priced Italian restaurant in Cleveland, Ohio.|greet|restaurant|single_sen
Hello there! I would like to find an expensive french or Italian, any European really, type for Saturday night at about 7pm that will have a table for two people.|greet|restaurant|single_sen
Hi, I was wondering if you could help me find a Mexican?|greet|restaurant|single_sen
Hello! I am looking for a table for 5 at a with Japanese cuisine in Schaumburg, IL|greet|restaurant|single_sen
Hi, I'm looking for a good brunch place in Saint Louis for this Sunday at 11 am for 4 people, what can you recommend?|greet|restaurant|single_sen
Hello, I'd like to book reservations to PF Changs in Seattle for tonight, please.|greet|restaurant|single_sen
hello, I need to find a place that I can host a party at|greet|restaurant|single_sen
Hello, I need Restaurant ratings in the Seattle area 4 start or better.|greet|restaurant|single_sen
Hi! I am looking to book a table at a restaurant serving  awesome burgers in San Francisco a table for two on 3/25 at 6 pm|greet|restaurant|single_sen
Hello, I would like to find a middle eastern restaurant that can seat 4 people early on Thursday. It has to be within the Portland, Oregon area.|greet|restaurant|single_sen
Hi! I am looking to book a table at a 5 star restaurant serving Vegan/Vegetarian Cuisine in San Francisco a table for two on 3/19 at 6 pm|greet|restaurant|single_sen
Hi! I am looking to book a table at a 5 star restaurant serving Japanese Cuisine in San Francisco a table for two on 3/19 at 6 pm|greet|restaurant|single_sen
Hi I would like to look at restaurant review in Boston, MA|greet|restaurant|single_sen
Hi! I am looking to reserve a table at a restaurant that serves Seafood in Anchorage, AK a table for two on 3/19 at 6 pm|greet|restaurant|single_sen
Hi! I am lookign for a vegetarian restaurant in Scottsdale and would like to reserve a table for two on 3/18 at 6 pm any suggestions?|greet|restaurant|single_sen
Hello! I am looking for a reservation for 6 individuals at the top rated restaurant in Boston, MA for this Saturday at 7:00pm, please!|greet|restaurant|single_sen
i! I am looking to reserve a table at a nice 5 star steakhouse in Los Angeles a table for two on 3/21 at 6 pm.|greet|restaurant|single_sen
Hi! I am looking to reserve a table at a nice Brazilian steakhouse in Los Angeles a table for two on 3/19 at 6 pm.|greet|restaurant|single_sen
Hi! I am looking to reserve a table at a nice French restaurant in Los Angeles a table for two on 3/27 at 6 pm.|greet|restaurant|single_sen
Hi! I am lookign for a Seafood restaurant in San Francisco and would like to reserve a table for two on 3/22 at 6 pm any suggestions?|greet|restaurant|single_sen
Hi! I am looking to reserve a table for a nice seafood restaurant in Anchorage, AK a table for two on 3/22 at 6 pm|greet|restaurant|single_sen
Hi! I am looking to book a place that has really good pizza in Anchorage, AK a table for two on 3/19 at 6 pm|greet|restaurant|single_sen
Hi! I need to book a reservation at a Mexican Restaurant for tonight|greet|restaurant|single_sen
Hi! I am looking to reserve a table at Indian Cuisine restaurant in Los Angeles a table for two on 3/19 at 6 pm.|greet|restaurant|single_sen
Hi! I am looking to book a table at a 5 star restaurant serving Indian Cuisine in San Francisco a table for two on 3/19 at 6 pm|greet|restaurant|single_sen
Hi! I am looking to reserve a table at a 5 star italian restaurant in Anchorage, AK a table for two on 3/19 at 6 pm|greet|restaurant|single_sen
Hi! I am looking to book a table at a 5 star restaurant serving Indian Cuisine in Miami a table for two on 3/19 at 6 pm|greet|restaurant|single_sen
i! I am lookign for a greek restaurant in Las Vegas and would like to reserve a table for two on 3/18 at 6 pm any suggestions?|greet|restaurant|single_sen
Hey there, I'm looking for some Mexican food for tonight, can you help me out? In Seattle at  7pm for 3 people|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 6pm for 1 person in Miami, preferably a steakhouse.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 9pm for 3 people in Chicago, preferably a steakhouse.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 8pm for 4 people in Los Angeles, preferably a seafood restaurant.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 7pm for 3 people in Orlando, preferably an Italian restaurant.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 8pm for 3 people in Baltimore, preferably a steakhouse.|greet|restaurant|single_sen
Hi--are there any good Vietnamese restaurants near Bothell, WA?|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 6pm for 3 people in Atlanta, preferably an Asian restaurant.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 5pm for 2 people in Denver, preferably a seafood restaurant.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 9pm for 1 person in Seattle, preferably a steakhouse.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 9pm for 4 people in San Francisco, preferably an Asian restaurant.|greet|restaurant|single_sen
Hi, I am looking to reserve a table at a 101 Ocean in Miami, FL for two guests on 3/19 at 5:45 pm|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 9pm for 1 person in Miami, preferably a steakhouse.|greet|restaurant|single_sen
Hey. I need the hours for today and tomorrow for Burbank Bar and Grille at 112 N San Fernando Blvd in Burbank, California. I'd like to make reservations for tomorrow.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 8pm for 1 person in Seattle, preferably an Italian restaurant.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 6pm for 4 people in San Francisco, preferably a seafood restaurant.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 9pm for 3 people in Seattle, preferably a steakhouse.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 8pm for 2 people in San Francisco, preferably an Italian restaurant.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 9pm for 3 people in San Diego, preferably an American restaurant.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 8pm for 1 person in Phoenix, preferably an Italian restaurant.|greet|restaurant|single_sen
Hello, I'd like to book a reservation for 2 people tomorrow night in Los Angeles.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 9pm for 2 people in Manhattan, preferably a steakhouse.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 6pm for 4 people in Austin, preferably a seafood restaurant.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 6pm for 1 person in San Francisco, preferably a steakhouse.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 5pm for 2 people in Denver, preferably an Italian restaurant.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 7pm for 3 people in Dallas, preferably an Italian restaurant.|greet|restaurant|single_sen
hello I would like to book a table at a sushi restaurant downtown?|greet|restaurant|single_sen
Good Evening, I would like to make dinner reservations for my wife and I|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 9pm for 2 people in Boston, preferably an Asian restaurant.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 6pm for 3 people in San Diego, preferably a steakhouse.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 8pm for 1 person in San Francisco, preferably an American restaurant.|greet|restaurant|single_sen
Hi. I need to find a restaurant to book reservations for 1  for tomorrow. I'm in Glendale, California. I'd like to book something with Asian cuisine. Can you assist me in finding a place?|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 9pm for 2 people in Minneapolis, preferably an Asian restaurant.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 9pm for 1 person in Chicago, preferably an American restaurant.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 8pm for 1 person in Miami, preferably a steakhouse.|greet|restaurant|single_sen
Good evening need to make birthday dinner reservations for 8 people|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 5pm for 2 people in Chicago, preferably a steakhouse.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 8pm for 2 people in Orlando, preferably a steakhouse.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 6pm for 3 people in Seattle, preferably an American restaurant.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 6pm for 4 people in Boston, preferably a seafood restaurant.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 7pm for 1 person in Minneapolis, preferably an American restaurant.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 5pm for 2 people in Seattle, preferably an Italian restaurant.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 5pm for 1 person in Chicago, preferably an American restaurant.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 5pm for 3 people in Seattle, preferably an Asian restaurant.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 7pm for 1 person in Miami, preferably a steakhouse.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 7pm for 1 person in Chicago, preferably an Asian restaurant.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 8pm for 4 people in Manhattan, preferably an Asian restaurant.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 9pm for 3 people in New Orleans, preferably a seafood restaurant.|greet|restaurant|single_sen
Hello. I need to find a sushi restaurant in either Burbank or Pasadena California|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 8pm for 1 person in Chicago, preferably an Italian restaurant.|greet|restaurant|single_sen
Hello! I'd like to reserve a table tomorrow at 7pm for 1 person in Miami, preferably an Italian restaurant.|greet|restaurant|single_sen
Hello I would like to make a reservation for a party of 4 on Thrusday|greet|restaurant|single_sen
Hello I would like to make a reservation at an Italian place|greet|restaurant|single_sen
Hello I would like to make a reservation for friday night|greet|restaurant|single_sen
Hello I would like to make a reservation at local French Bistro|greet|restaurant|single_sen
Hello I would like to make a reservation for 7 on Friday night|greet|restaurant|single_sen
Hello I would like to make a reservation for 12 people at 7 on Saturday night - American food genre preferable.|greet|restaurant|single_sen
Hello I would like to make a reservation for a pizza place near Pikes Place|greet|restaurant|single_sen
Hello I would like to make a reservation for 4 on Wednesday|greet|restaurant|single_sen
Hello I would like to make a reservation for Friday night.|greet|restaurant|single_sen
